"NUM_CNPJ_CPF","NOME DO _FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DATA NOTA","VALOR DO ITEM","CATEGORIA","LOCAL VIAGEM","UF LOCAL VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",16025,19/07/2016,"8653,75","HOSPEDAGENS","PORTO ALEGRE","RS",15/07/2016,18/07/2016,"ATIVIDADE PRIVADA"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",109407,"29-mai-16",8547,"HOSPEDAGENS","SÃO PAULO","SP","25-mai-16","26-mai-16","ATIVIDADE PRIVADA"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",47718,06/06/2016,"8508,15","HOSPEDAGENS","SÃO PAULO","SP",03/06/2016,05/06/2016,"Atividade privada"
3422594000389,"PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ",172281,"07-set-16",8379,"HOSPEDAGENS","RIO DE JANEIRO","RJ","04-set-16","08-set-16","ABERTURA XV JOGOS PARALIMPICOS"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",752316,"03-out-16","8278,2","HOSPEDAGENS","SÃO PAULO","SP","28-set-16","02-out-16","Participação do Excelentíssimo Senhor Presidente da República na solenidade de abertura da 8o edição da Exame Forum"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",11650,06/06/2016,8170,"HOSPEDAGENS","PORTO ALEGRE","RS",03/06/2016,05/06/2016,"Presidenta afastada: Agenda Privada"
13492328000114,"TERESINA EMPREENDIMENTOS HOTELEIROS LTDA","TERESINA","PI",86998,"13-dez-16",8160,"HOSPEDAGENS","TEREISINA","PI","12-dez-16","15-dez-16","CERIMÔNIA DE ENTREGA DE 1316 UNIDADES HABITACIONAIS DO RESIDENCIAL BOSQUE SUL DO PROGRAMA MINHA CASA MINHA VIDA"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",739019,05/07/2016,"8048,25","HOSPEDAGENS","SÃO PAULO","SP",01/07/2016,04/07/2016,
7687928002189,"GJP ADMINISTRADORA DE HOTEIS LTDA","RIO DE JANEIRO","RJ",8688,06/06/2016,8043,"HOSPEDAGENS","RIO DE JANEIRO","RJ",01/06/2016,03/06/2016,"Presidenta Afastada: Agenda Privada."
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",11077,01/06/2016,7920,"HOSPEDAGENS","PORTO ALEGRE","RS","25-mai-16","30-mai-16","Agenda Privada Presidenta Dilma."
10348318000383,"WINDSOR ADMINISTRACAO DE HOTEIS E SERVIÇOS LTDA","RIO DE JANEIRO","RJ",695774,"09-ago-16","7713,09","HOSPEDAGENS","RIO DE JANEIRO","RJ",30/07/2016,"06-ago-16","Abertura dos jogos Olimpícos 2016"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",18643,"23-ago-16",7525,"HOSPEDAGENS","PORTO ALEGRE","RS","19-ago-16","22-ago-16","ATIVIDADE PRIVADA"
22417104000139,"BT MORUMBI HOTEIS LTDA","SÃO PAULO","SP",64852,06/07/2016,"7522,2","HOSPEDAGENS","SÃO PAULO","SP",01/07/2016,04/07/2016,
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",109598,05/06/2016,7350,"HOSPEDAGENS","SÃO PAULO","SP",03/06/2016,05/06/2016,"Atividade privada"
10348318000383,"WINDSOR ADMINISTRACAO DE HOTEIS E SERVIÇOS LTDA","RIO DE JANEIRO","RJ",92172,13/06/2016,"7276,5","HOSPEDAGENS","RIO DE JANEIRO","RJ",16/06/2016,21/06/2016,"PRECURSORA DA MISSÃO DOS JOGOS OLÍMPICOS RIO 2016."
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",110006,20/06/2016,"7213,5","HOSPEDAGENS","SÃO PAULO","SP",17/06/2016,19/06/2016,"AGENDA PRIVADA"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",110201,27/06/2016,"7213,5","HOSPEDAGENS","SÃO PAULO","SP",24/06/2016,26/06/2016,"Evento Privado"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",758903,21/11/2016,"6898,5","HOSPEDAGENS","SÃO PAULO","SP",18/11/2016,20/11/2016,"EVENTO PRIVADO"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",14368,04/07/2016,6880,"HOSPEDAGENS","PORTO ALEGRE","RS",30/06/2016,04/07/2016,"ATIVIDADE PRIVADA"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",17153,"01-ago-16",6665,"HOSPEDAGENS","PORTO ALEGRE","RS",30/07/2016,31/07/2016,"ATIVIDADE PRIVADA"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",18153,"16-ago-16",6665,"HOSPEDAGENS","PORTO ALEGRE","RS","12-ago-16","15-ago-16","ATIVIDADE PRIVADA"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",49743,20/06/2016,"5978,7","HOSPEDAGENS","SÃO PAULO","SP",17/06/2016,19/06/2016,"AGENDA PRIVADA"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",50742,27/06/2016,"5978,7","HOSPEDAGENS","SÃO PAULO","SP",24/06/2016,26/06/2016,"Evento Privado"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",760080,28/11/2016,"5978,7","HOSPEDAGENS","SÃO PAULO","SP",24/11/2016,27/11/2016,"SESSÃO DE ABERTURA DA CONFERÊNCIA POTENCIAL DA DIÁSPORA LIBANESA DA AMÉRICA LATINA E EVENTO PRIVADO"
7823239000100,"FIESTA BAHIA HOTEL LTDA","SALVADOR","BA",39374,17/06/2016,5920,"HOSPEDAGENS","SALVADOR","BA",14/06/2016,17/06/2016,"Presidenta Afastada: a) Sessão da Assembléia Legislatiava do Estado da Bahia; b) Ato cultural"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",46671,"30-mai-16","5748,75","HOSPEDAGENS","SÃO PAULO","SP","25-mai-16","26-mai-16","ATIVIDADE PRIVADA"
11092105000134,"NORDE ADMINISTRAÇÃO DE HOTÉIS E FLATS LTDA","JOÃO PESSOA","PB",1037187,16/06/2016,"5728,8","HOSPEDAGENS","JOÃO PESSOA","PB",14/06/2016,16/06/2016,"AUDIÊNCIA PÚBLICA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA."
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",13094,21/06/2016,5590,"HOSPEDAGENS","PORTO ALEGRE","RS",17/06/2016,20/06/2016,
96804372000140,"SAN MARINO HOTEL - ORGANIZAÇÃO HOTELEIRA JOMATEL LTDA","PAULO AFONSO","BA",12178,10/06/2016,5560,"HOSPEDAGENS","FLORESTA","PE",09/06/2016,10/06/2016,"Visita ao Eixo Leste da Transposição do São Francisco-Evento Cancelado"
22818841000143,"RESERVE HOTEL SURUBIM LTDA - EPP","SURUBIM","PE",455,"09-dez-16",5180,"HOSPEDAGENS","CARUARU","PE","07-dez-16","09-dez-16","VISITA E REPRESA SURUBIM"
4307709000195,"HOTEL PLAZA MAYOR LIMITADA EPP","SANTO ANDRÉ","SP",20937,18/07/2016,"5162,85","HOSPEDAGENS","SÃO BERNARDO DO CAMPO","SP",15/07/2016,18/07/2016,"Evento na UFABC--Universidade Federal do ABC"
1014140000181,"LANG PALACE HOTEL","XAPECO","SC",10752,"03-dez-16","4969,49","HOSPEDAGENS","CHAPECÓ","SC","01-dez-16","04-dez-16","PRESTAR HOMENAGENS PÓSTUMAS"
10348318000383,"WINDSOR ADMINISTRACAO DE HOTEIS E SERVIÇOS LTDA","RIO DE JANEIRO","RJ",95964,"17-ago-16","4897,02","HOSPEDAGENS","RIO DE JANEIRO","RJ",30/07/2016,"06-ago-16","Abertura dos jogos Olimpícos 2016"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",15191,11/07/2016,4872,"HOSPEDAGENS","PORTO ALEGRE","RS",08/07/2016,11/07/2016,"Agenda Privada"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",13797,27/06/2016,"4837,5","HOSPEDAGENS","PORTO ALEGRE","RS",23/06/2016,26/06/2016,"Presidenta afastada; Atividade privada"
7027378000128,"VERDES VALES LAZER HOTEL","JUAZEIRO DO NORTE","CE",32324,"23-mai-16","4825,99","HOSPEDAGENS","CABROBO","PE","03-mai-16","06-mai-16","VISITA AO EIXONORTE DO PROJETO DE INTEGRAÇÃO DO SÃO FRANCISCO - PISF"
52071990000152,"IBIUNA TURISMO HOTEL - EIRELI-ME","IBIUNA","SP",1970,"30-mai-16",4705,"HOSPEDAGENS","IBIUNA","SP","26-mai-16",28/06/2016,"ATIVIDADE PRIVADA"
33957796000477,"BHG IMOBILIÁRIA HOTELARIA E TURISMO S.A.","RIO DE JANEIRO","RJ",33780,"21-set-16",4620,"HOSPEDAGENS","RIO DE JANEIRO","RJ","16-set-16","19-set-16","Cerimônia de Encerramento dos XV Jogos Paralímpicos"
7632642000152,"SÃO JORGE CONSTRUÇÕES E EMPREENDIMENTOS LTDA","GOIANIA","GO",67337,27/06/2016,"4573,8","HOSPEDAGENS","GOIÂNIA","GO",25/06/2016,27/06/2016,"ATIVIDADE PRIVADA"
205375000350,"P. 1. ADMINISTRAÇÃO EM COMPLEXOS IMOBILIARIOS LTDA","CAMPINAS","SP",221585,09/06/2016,"4410,1","HOSPEDAGENS","CAMPINAS","SP",08/06/2016,09/06/2016,"PRESIDENTA AFASTADA : EVENTOS"
7687928002189,"GJP ADMINISTRADORA DE HOTEIS LTDA","RIO DE JANEIRO","RJ",10217,30/06/2016,4410,"HOSPEDAGENS","RIO DE JANEIRO","RJ",11/06/2016,14/06/2016,"Audiência c/ Thomas Bach, Presidente doComitê Olímpico Interncional-COI; Reu- nião Iterministerial sobre sobre Olimpíadas- Parque Olímpico."
40888794000196,"J COUTO OLIVEIRA LTDA HOTEL VILLAGE","CARUARU","PE",34705,"09-dez-16",4390,"HOSPEDAGENS","CARUARU","PE","07-dez-16","09-dez-16","VISITA E REPRESA SURUBIM"
33957796000477,"BHG IMOBILIÁRIA HOTELARIA E TURISMO S.A.","RIO DE JANEIRO","RJ",34206,"05-out-16",4389,"HOSPEDAGENS","RIO DE JANEIRO","RJ","02-out-16","04-out-16","SEGURANÇA E APOIO À FAMILIARES EXMO SR PR, EM EXERCÍCIO"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",746926,"22-ago-16","3931,2","HOSPEDAGENS","SÃO PAULO","SP","18-ago-16","20-ago-16","ATIVIDADE PRIVADA"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",109268,"22-mai-16","3838,8","HOSPEDAGENS","SÃO PAULO","SP","20-mai-16","22-mai-16","Agenda Privada"
22415499000130,"BT PAULISTA HOTEIS LTDA","SAO PAULO","SP",42835,13/06/2016,"3807,3","HOSPEDAGENS","SÃO PAULO","SP",09/06/2016,10/06/2016,"Presidenta afastada: Privado"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",745185,"10-ago-16","3712,8","HOSPEDAGENS","SÃO PAULO","SP","05-ago-16","07-ago-16","ATIVIDADE PRIVADA"
7731339000107,"J B N HOTEL LTDA - ME","SURUBIM","PE",7207,"09-dez-16","3676,5","HOSPEDAGENS","CARUARU","PE","07-dez-16","09-dez-16","VISITA E REPRESA SURUBIM"
64089824000324,"RENAISSANCE DO BRASIL HOTELARIA LTDA","SÃO PAULO","SP",374685,13/06/2016,3465,"HOSPEDAGENS","SÃO PAULO","SP",09/06/2016,10/06/2016,"Presidenta afastada: Privado"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",740965,18/07/2016,"3219,3","HOSPEDAGENS","SÃO PAULO","SP",14/07/2016,15/07/2016,"Agenda Privada"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",76341,"13-dez-16","3219,3","HOSPEDAGENS","SÃO PAULO","SP","10-dez-16","12-dez-16","DISCURSO DE ABERTURA NO CONGRESSO ANUAL ""MOVIMENTO FALCONI 2016"""
22415499000130,"BT PAULISTA HOTEIS LTDA","SAO PAULO","SP",49852,"25-ago-16","3219,3","HOSPEDAGENS","SÃO PAULO","SP","22-ago-16","24-ago-16","ATO PÚBLICO COM A PRA"
33200049001623,"OTHON PALACE BELO HORIZONTE",,"MG",11242,"20-mai-16",3036,"HOSPEDAGENS","BELO HOIZONTE","MG","19-mai-16","21-mai-16","Presidenta afastada - V Encontro Nacional de Blogueiros e Ativistas Digitais e Jan-  tar com o Governador de Minas Gerais"
4367573000109,"HOTEL BELVEDERE LTDA.","PAULO AFONSO","BA",12371,10/06/2016,3015,"HOSPEDAGENS","ARAPIRACA","AL",09/06/2016,14/06/2016,
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",760386,30/11/2016,"2874,38","HOSPEDAGENS","SÃO PAULO","SP",01/11/2016,03/11/2016,"Privado"
7687928002189,"GJP ADMINISTRADORA DE HOTEIS LTDA","RIO DE JANEIRO","RJ",15496,"05-set-16","2839,2","HOSPEDAGENS","RIO DE JANEIRO","RJ","02-set-16","04-set-16","ATIVIDADE PRIVADA DO PRESIDENTE EM EXERCÍCIO RODRIGO MAIA."
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",111428,"19-ago-16","2644,95","HOSPEDAGENS","SÃO PAULO","SP","18-ago-16","20-ago-16","ATIVIDADE PRIVADA"
8998246000106,"BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP",755174,"24-out-16","2529,45","HOSPEDAGENS","SÃO PAULO","SP","21-out-16","22-out-16","AGENDA PRIVADA"
22415499000130,"BT PAULISTA HOTEIS LTDA","SAO PAULO","SP",52590,"22-set-16","2483,25","HOSPEDAGENS","SÃO PAULO","SP","20-set-16","21-set-16","Excelentíssimo Senhor Presidente da República, em exercício, participar da 14o Edição do Congresso Brasil Competitivo"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",114244,23/11/2016,"2404,5","HOSPEDAGENS","SÃO PAULO","SP",18/11/2016,20/11/2016,"EVENTO PRIVADO"
1398128000118,"ITATIAIA PALACE HOTEL CHAPECÓ LTDA","CHAPECÓ","SC",9407,"03-dez-16",2392,"HOSPEDAGENS","CHAPECÓ","SC","01-dez-16","04-dez-16","PRESTAR HOMENAGENS PÓSTUMAS"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",110579,15/07/2016,"2011,8","HOSPEDAGENS","SÃO PAULO","SP",14/07/2016,15/07/2016,"Agenda Privada"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",109822,13/06/2016,"1967,7","HOSPEDAGENS","SÃO PAULO","SP",10/06/2016,12/06/2016,"Atividade privada"
64089824000324,"RENAISSANCE DO BRASIL HOTELARIA LTDA","SÃO PAULO","SP",375844,17/06/2016,"1948,8","HOSPEDAGENS","SÃO PAULO","SP",09/06/2016,10/06/2016,"Presidenta afastada: Privado"
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",16320,23/07/2016,1935,"HOSPEDAGENS","PORTO ALEGRE","RS",22/07/2016,23/07/2016,"Agenda Privada - Evento cancelado."
66542002002245,"BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS",17538,"06-ago-16",1935,"HOSPEDAGENS","PORTO ALEGRE","RS",30/07/2016,31/07/2016,"ATIVIDADE PRIVADA"
1398128000118,"ITATIAIA PALACE HOTEL CHAPECÓ LTDA","CHAPECÓ","SC",9381,"02-dez-16","1913,6","HOSPEDAGENS","CHAPECÓ","SC","01-dez-16","04-dez-16","PRESTAR HOMENAGENS PÓSTUMAS"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",112194,"16-set-16","1904,7","HOSPEDAGENS","SÃO PAULO","SP","15-set-16","16-set-16","Atividade Privada"
2584924002828,"ICH ADMINISTRAÇÃO DE HOTÉIS S.A","SÃO PAULO","SP",36935,28/11/2016,"1778,7","HOSPEDAGENS","SÃO PAULO","SP",24/11/2016,27/11/2016,"SESSÃO DE ABERTURA DA CONFERÊNCIA POTENCIAL DA DIÁSPORA LIBANESA DA AMÉRICA LATINA E EVENTO PRIVADO"
29099330000168,"HOTEL ATLANTICO COPACABANA LTDA","RIO DE JANEIRO","RJ",26797,"16-ago-16",1617,"HOSPEDAGENS","RIO DE JANEIRO","RJ",30/07/2016,"06-ago-16","Abertura dos jogos Olimpícos 2016"
2542529000162,"GOLDEN TOWER HOTEIS E TURISMO LTDA","SÃO PAULO","SP",110016,20/06/2016,"1562,92","HOSPEDAGENS","SÃO PAULO","SP",17/06/2016,19/06/2016,"AGENDA PRIVADA"
22359283000103,"BLUE TREE FARIA LIMA","SAO PAULO","SP",49869,20/06/2016,"1494,74","HOSPEDAGENS","SÃO PAULO","SP",17/06/2016,19/06/2016,"AGENDA PRIVADA"
