"NUM_CNPJ_CPF","NOME DO _FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DATA NOTA","VALOR DO ITEM ","CATEGORIA","LOCAL VIAGEM","UF LOCAL VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"04694202000131","VIP LINE LOCADORA DE VEICULOS E TURISMO LTDA","BRASILIA","DF","0506",19/05/2004,"32795,53","LOCACAO DE MEIOS DE TRANSPORTE","GOIÂNIA","GO",13/05/2004,17/05/2004,
"00257222000194","MULTI-CAR LOCADORA DE VEÍCULOS LTDA","SÃO PAULO","SP","565",13/08/2003,"32770,44","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",27/08/2003,29/08/2003,
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","11543",12/12/2008,"32473,47","LOCACAO DE MEIOS DE TRANSPORTE","SÃO BERNARDO DO CAMPO","SP",03/10/2008,05/10/2008,"agenda particular"
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","10696",07/11/2008,"32079,07","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",14/10/2008,17/10/2008,"Solenidade no CETIQT/SENAI"
"06101788000109","REICAR VEICULOS LTDA","MACAPA","AP","702",20/12/2005,"31986,94","LOCACAO DE MEIOS DE TRANSPORTE","MACAPÁ","AP",17/12/2005,20/12/2005,"Memo 1288GSIPR/SCHEXEC/DGES visita as obras do aeroporto de macapá, BR 156, hospital sarah kubitscheck"
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","093781",18/11/2005,"31717,77","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",19/07/2005,22/07/2005,"MEMO597GSIPR/SCHEXEC/DGES - INAUGURAÇÃO DO COMPLEXO TECNOLÓGICO E INDUSTRIAL DE MEDICAMENTOS DA FIOCRUZ, VISITA ÀS OBRAS DA REDUC"
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","2060",08/06/2003,31280,"LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",31/05/2003,04/06/2003,
"05561264000138","ANNA RENT A CAR - MAIA LOCADORA DE VEÍCULOS LTDA","FLORIANÓPOLIS","SC","42",24/07/2003,31200,"LOCACAO DE MEIOS DE TRANSPORTE","CONCORDIA","SC",21/07/2003,24/07/2003,
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","11161",27/11/2008,"31159,5","LOCACAO DE MEIOS DE TRANSPORTE","ANGRA DOS REIS","RJ",05/10/2008,07/10/2008,"Batismo e Entrega da Plataforma P-51"
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","10297",30/10/2008,"30697,06","LOCACAO DE MEIOS DE TRANSPORTE","MACAE","RJ",05/10/2008,07/10/2008,"Cerimônia de Inauguração dea Nova Unidade do SENAI/MACAÉ.  -Viagem cancelada"
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","2159",15/09/2003,30662,"LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",11/09/2003,15/09/2003,
"04669879000110","RENARO LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA","SÃO CAETANO DO SUL","SP","113",24/05/2004,"30474,4","LOCACAO DE MEIOS DE TRANSPORTE","RIBEIRÃO PRETO","SP",27/04/2004,30/04/2004,
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","1981",14/04/2003,30340,"LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",10/04/2003,15/04/2003,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","097719",28/12/2005,"29875,58","LOCACAO DE MEIOS DE TRANSPORTE","MONTES CLAROS","MG",20/12/2005,22/12/2005,"Memo 683GSIPR/SCAAM/MB INAUGURAÇÃO DO SAMU ,FARMÁCIA POPULAR,CENTRO DE ESPECIALIDADES ODONTOLÓGICAS"
"00738087000107","VICTORY ALUGUEL DE VEÍCULOS E SERVIÇOS LTDA","BRASILIA","DF","0039",07/04/2004,"29866,09","LOCACAO DE MEIOS DE TRANSPORTE","TRÊS LAGOAS","MS",30/03/2004,02/04/2004,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","091535",14/10/2005,"29721,25","LOCACAO DE MEIOS DE TRANSPORTE","SÃO FRANCISCO DO SUL","SC",06/04/2005,08/04/2005,"Memo 178GSIPR/SCAAM/ASSMIL/MB Visita as obras realizadas pelo programa Monumenta do MC e inauguração do terminal marítimo restaurado pelo Programa Monumenta"
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","540",26/11/2003,"29475,27","LOCACAO DE MEIOS DE TRANSPORTE","TAUBATÉ","SP",14/07/2005,19/07/2005,"MEMO309GSIPR/SCAAM/MB - ALMOÇO SEGUIDO DE CERIMÔNIA DE INAUGURAÇÃO DA AMPLIAÇÃO DA EMPRESA LG ELETRONICS E VISITA À ALSTOMPOR OCASIÃO DO 50º ANIVERSÁRIO DA EMPRESA"
"01631441000154","LOCKOW LOCACÃO DE VEÍCULOS","CHAPECÓ","SC","2732",11/10/2003,28979,"LOCACAO DE MEIOS DE TRANSPORTE","CHAPECÓ","SC",02/10/2003,04/10/2003,
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","010961",14/11/2008,"28112,46","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",16/10/2008,21/10/2008,"Solenidade de Premiação da Revista Carta Capital: As Empresas Mais Admiradas do Brasil"
"05561264000138","ANNA RENT A CAR - MAIA LOCADORA DE VEÍCULOS LTDA","FLORIANÓPOLIS","SC","228",18/05/2004,"27750,41","LOCACAO DE MEIOS DE TRANSPORTE","SANTA CATARINA","SC",03/05/2004,16/05/2004,
"00926724000160","RUSSO FILHOS LTDA","PONTA PORÃ","MS","358",28/03/2003,27440,"LOCACAO DE MEIOS DE TRANSPORTE","CAMPO GRANDE","MS",24/03/2003,28/03/2003,
"84088830000102","BRECHA TRANSPORTES E TURISMO LTDA","MANAUS","AM","6147",19/12/2006,"27374,03","LOCACAO DE MEIOS DE TRANSPORTE","MANAUS","AM",14/12/2006,18/12/2006,"1-Visita à Moto Honda da Amazonia;2-Visita a Yamaha Moto da Amazônia;3-isita à Design House; 4-Participação da 224º Reunião do Conselho Adm. da SUFRAMA"
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","94343",24/11/2005,"27192,71","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",24/10/2005,27/10/2005,"MEMO 1033GSIPR/SCHEXEC/DGES CERIMÔNIA DE ABERTURA DO 33º CONGRESSO BRASILEIRO DE AGÊNCIAS DE VIAGENS E EXPOSIÇÃO DE TURISMO _ ABAV 2005"
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","093784",18/11/2005,"26737,44","LOCACAO DE MEIOS DE TRANSPORTE","RECIFE","PE",17/07/2005,20/07/2005,"MEMO203GSIPR/SCAAM/EX - AULA INAUGURAL DO PORJOVEM, INAUGURAÇÃO DO CENTRO REGIONAL DE CIÊNCIAS NUCLEARES"
"42913145000123","ALPHAVILLE VEICULOS E SERVIÇOS","UBERABA","MG","351492",19/02/2004,26715,"LOCACAO DE MEIOS DE TRANSPORTE","UBERABA","MG",16/02/2003,19/02/2004,
"04694202000131","VIP LINE LOCADORA DE VEICULOS E TURISMO LTDA","BRASILIA","DF","0094",18/09/2006,"26625,64","LOCACAO DE MEIOS DE TRANSPORTE","GOIÂNIA","GO",08/09/2006,11/09/2006,"Ato Político Eleitoral"
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","2443",28/12/2003,"26561,6","LOCACAO DE MEIOS DE TRANSPORTE","SÃO BERNARDO DO CAMPO","SP",22/12/2003,28/12/2003,
"04604320000101","UIAKIRI AGÊNCIA DE VIAGEM E TURISMO LTDA","RIO BRANCO","AC","173",24/08/2004,"26448,82","LOCACAO DE MEIOS DE TRANSPORTE","ASSIS BRASIL","AC",07/08/2004,12/08/2004,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","101600",08/02/2006,"26421,49","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",20/11/2005,23/11/2005,"MEMO 1160 GSIPR/SCHEXEC/DGES CERIMÔNIA DE ABERTURA DO 25º ENAEX - ENCONTRO NACIONAL DO COMERCIO EXTERIOR MEMO 585GSIPR/SCAAM/MB ENTREGA DA PLATAFORMA P-50"
"04669879000110","RENARO LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA","SÃO CAETANO DO SUL","SP","112",24/05/2004,26365,"LOCACAO DE MEIOS DE TRANSPORTE","GUARIBA","SP",26/04/2004,30/04/2004,
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","010674",06/11/2008,"26234,61","LOCACAO DE MEIOS DE TRANSPORTE","S. B. DO CAMPO","SP",25/09/2008,28/09/2008,"Participação do Senhor Presidente da República em Atividades à Av.Luis Pequine"
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","094021",21/11/2005,"25982,44","LOCACAO DE MEIOS DE TRANSPORTE","CAMPINAS","SP",17/08/2005,19/08/2005,"MEMO772GSIPR/SCHEXEC/DGES - VISITA AO LABORATÓRIO DO MCT DE NANOTECNOLOGIA E INAUGURAÇÃO DO NOVO CENTRO DE COMANDO DE SPORTAÇÕES DE TECNOLOGIAS DA INFORMAÇÃO DA IBM"
"42784173000198","CHOFER LTDA","BELO HORIZONTE","MG","3807",01/04/2004,"25239,61","LOCACAO DE MEIOS DE TRANSPORTE","ITINGA","MG",14/03/2004,14/03/2004,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","85768",17/06/2005,"25100,49","LOCACAO DE MEIOS DE TRANSPORTE","BELÉM","PA",24/04/2005,27/04/2005,"Memo 310GSIPR/SCHEXEC/DGES Inauguração da usina de biodiesel da agropalma"
"07150288000120","LOCALIZA CAR RENTAL S/A","BELO HORIZONTE","MG","11616",16/12/2008,"25012,69","LOCACAO DE MEIOS DE TRANSPORTE","B HORIZONTE","MG",12/10/2008,15/10/2008,"Viagem do Exelentíssimo Senhor Vice-Presidente da República, Presidente da República em Exercício."
"01720459000122","FULL TIME LOCAÇÃO E SERVIÇOS S/C LTDA","SÃO CAETANO DO SUL","SP","1907",02/02/2003,24990,"LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",30/01/2003,02/02/2003,
"00738087000107","VICTORY ALUGUEL DE VEÍCULOS E SERVIÇOS LTDA","BRASILIA","DF","201",31/01/2005,"24917,28","LOCACAO DE MEIOS DE TRANSPORTE","GOIÂNIA","GO",23/01/2005,25/01/2005,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","094342",24/11/2005,"24858,39","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",18/10/2005,22/10/2005,"MEMO 1005GSIPR/SCHEXEC/DGES CERIMÔNIA DE FORMATURA DE JOVENS E ADULTOS PROGRAMA BRASIL ALFABETIZADO"
"00926724000160","RUSSO FILHOS LTDA","PONTA PORÃ","MS","366",05/06/2003,24605,"LOCACAO DE MEIOS DE TRANSPORTE","RONDONÓPOLIS","MT",03/06/2003,06/06/2003,
"36325116000229","REDE BRASIL  ALUGUEL DE VEICULOS","VITORIA","ES","5426",22/04/2003,24599,"LOCACAO DE MEIOS DE TRANSPORTE","VITÓRIA","ES",20/04/2003,22/04/2003,
"05561264000138","ANNA RENT A CAR - MAIA LOCADORA DE VEÍCULOS LTDA","FLORIANÓPOLIS","SC","118",06/10/2003,"24304,02","LOCACAO DE MEIOS DE TRANSPORTE","BLUMENAU","SC",30/09/2003,05/10/2003,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","94345",24/11/2005,"24202,21","LOCACAO DE MEIOS DE TRANSPORTE","NITERÓI","RJ",07/10/2005,10/10/2005,"MEMO 523GSIPR/SCAAM/MB LANÇAMENTO DE EDITAL DE LICITAÇÃO DA PETROBRÁS PARA CONSTRUÇÃO DE NAVIOS"
"04694202000131","VIP LINE LOCADORA DE VEICULOS E TURISMO LTDA","BRASILIA","DF","595",19/08/2004,"24183,46","LOCACAO DE MEIOS DE TRANSPORTE","GOIÂNIA","GO",12/08/2004,16/08/2004,
"16670085000155","LOCALIZA RENT A CAR S/A","BELO HORIZONTE","MG","290021",29/12/2008,"24104,37","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",18/09/2008,21/09/2008,"1-MAUÁ-Participação do Senhor Presidente da República em Atividades à Av. Portugal  2- Agenda Particular em S.B.do Campo"
"83300202000186","CURUMIM TRANSPORTES DE LOCAÇÃO LTDA","BELÉM","PA","274",01/03/2004,"24070,75","LOCACAO DE MEIOS DE TRANSPORTE","BELÉM","PA",24/02/2004,26/02/2004,
"04604320000101","UIAKIRI AGÊNCIA DE VIAGEM E TURISMO LTDA","RIO BRANCO","AC","70",13/04/2004,"23604,44","LOCACAO DE MEIOS DE TRANSPORTE","RIO BRANCO","AC",01/04/2004,07/04/2004,
"04669879000110","RENARO LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA","SÃO CAETANO DO SUL","SP","094",06/05/2004,"23090,17","LOCACAO DE MEIOS DE TRANSPORTE","SÃO BERNARDO DO CAMPO","SP",28/04/2004,02/05/2004,
"00738087000107","VICTORY ALUGUEL DE VEÍCULOS E SERVIÇOS LTDA","BRASILIA","DF","0217",03/03/2005,"23090,17","LOCACAO DE MEIOS DE TRANSPORTE","CAMPO GRANDE","MS",17/02/2005,22/02/2005,"Memo 117 -GSIPR/SCHEXEC/DGES - Assentamento Geraldo Garcia, Centro de Convenções, Almoço com Governador"
"03421002000142","INTER PRICE RENT A CAR LOCADORA DE VEÍCULOS LTDA","RIO DE JANEIRO","RJ","634",26/10/2004,"23077,23","LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",18/10/2004,21/10/2004,
"04669879000110","RENARO LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA","SÃO CAETANO DO SUL","SP","146",01/07/2004,"23054,95","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",21/06/2004,30/06/2004,
"00738087000107","VICTORY ALUGUEL DE VEÍCULOS E SERVIÇOS LTDA","BRASILIA","DF","184",22/12/2004,"22852,15","LOCACAO DE MEIOS DE TRANSPORTE","OURO PRETO","MG",25/10/2004,25/10/2004,
"61400453000108","P.J.P. LOCAÇÕES E SERVIÇOS LTDA - BRASÍLIA RENT A","SÃO PAULO","SP","4324",08/08/2005,"22675,34","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",15/07/2005,19/07/2005,"MEMO479GSIPR/SCHEXEC/DGES - AGENDA PARTICULAR, MEMO209GSIPR/SCAAM/EX - VISITA A 37ª FEIRA INTERNACINAL DE CALÇADOS, ACESSÓRIOS DE MODA, MÁQUINAS E COMPONENTES - FRNACAL E CERIMÔNIA DE POSSE DA NOVA DIRETORIA DA ABICALÇADDOS"
"84088830000102","BRECHA TRANSPORTES E TURISMO LTDA","MANAUS","AM","4922",17/02/2005,"22671,65","LOCACAO DE MEIOS DE TRANSPORTE","TABATINGA","AM",16/01/2005,19/01/2005,
"03421002000142","INTER PRICE RENT A CAR LOCADORA DE VEÍCULOS LTDA","RIO DE JANEIRO","RJ","637",05/11/2004,22385,"LOCACAO DE MEIOS DE TRANSPORTE","RIO DE JANEIRO","RJ",31/10/2004,06/11/2004,
"00257222000194","MULTI-CAR LOCADORA DE VEÍCULOS LTDA","SÃO PAULO","SP","511",11/07/2003,"21950,34","LOCACAO DE MEIOS DE TRANSPORTE","SÃO PAULO","SP",02/07/2003,09/07/2003,
