"NUM_CNPJ_CPF","NOME DO _FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DATA NOTA","VALOR DO ITEM ","CATEGORIA","LOCAL VIAGEM","UF LOCAL VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"00899948000120","VUFFET SANTOS 7 GUIMARÃES LTDA","GOIANIA","GO","146500",13/08/2009,8874,"FORNECIMENTO DE ALIMENTAÇÃO","GOIÂNIA","GO",10/08/2009,13/08/2009,"1.Visita ao Centro de Referência de Promoção da Igualdade.2. Almoço no Pal´cio das Esmeraldas. 3.Cerimônia de Inauguração e anúncio de construção de unidades habitacionais do Programa ""Minha casa, minha vida"""
"01806646000123","CHURRASCARIA RODEIO","UBERABA","MG","510",19/02/2004,8732,"FORNECIMENTO DE ALIMENTAÇÃO","UBERABA","MG",16/02/2003,19/02/2004,
"05267639000151","ALINE FERNANDA RODRIGUES","RECIFE","PE","4108",26/03/2008,8580,"FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",24/03/2008,28/03/2008,"-1-Pern.: 25 para26/03,(Hotel Atlante )  
       



1-Pern.:25 p/26/03;-2-Vis.ao Centro de Treina. do Estaleiro Atlântico Sul;Vis. às obras da Refin.Abreu Lima;3-Abert. Forum Empres.Brasil-México;"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","005",08/03/2010,8550,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",04/03/2010,08/03/2010,"Inauguração do Centro Integrado de Atenção á Saúde-CIAS/UPA; obras do PAC Saneamento e Habitação na Comunidade da Rocinha."
"69012656001100","GATE GOURMET LTDA","RIO DE JANEIRO","RJ","25157",05/11/2003,"8489,39","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",01/11/2003,01/11/2003,
"69012656001283","GATE GOURMET LTDA","RECIFE","PE","00005935",16/05/2005,"8387,14","FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",16/05/2005,16/05/2005,
"02487222000106","TOLETO GRIL RESTAURANTE LTDA","RIO DE JANEIRO","RJ","173",28/05/2009,8355,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/05/2009,29/05/2009,"Cerimônia de Inauguração das Obras do PAC, Complexo do Alemão."
"69012656001100","GATE GOURMET LTDA","RIO DE JANEIRO","RJ","27003",31/05/2004,"8316,98","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",21/05/2004,21/05/2004,
"17314329000553","RA CATERING LTDA - THE COLLECTION-CUMBICA SP","SÃO PAULO","SP","5009",02/03/2010,"8209,64","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",28/02/2010,02/03/2010,"Almoço oferecido pelos Dirigentes das Montadoras - ANFAVEA. Encerramento do   encontro dos Administradores do Banco do Brasil de São Paulo"
"02487222000106","TOLETO GRIL RESTAURANTE LTDA","RIO DE JANEIRO","RJ","306",25/01/2010,8169,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",21/01/2010,25/01/2010,"Solenidade de entrega do Prêmio Fernando de Azevedo;Inauguração de obras do PAC na comunidade Entre Rios, lançamento de obras p/as demais comunidades da Colônia Juliano Moreira(Jacarepaguá). Comem.aniv. 100 anos de Dona Amélia."
"04450506000153","GRAN CHEF CATERING","RIBEIRAO PRETO","SP","203",22/11/2010,8100,"FORNECIMENTO DE ALIMENTAÇÃO","RIBEIRÃO PRETO","SP",20/11/2010,23/11/2010,"1-Cerimônia de início das obras(1º solda) do Alcoolduto São Sebastião- Paulínia- Ribeirão Preto-Uberaba(s/pronunciamentos);2-Cerimônia de apresentação dos re- sultados das governamentais para o setor sucroenergético -período 2003 - 2010."
"04910063000136","PANIFICADORA UMARIZAL LTDA","BELEM","PA","6128",14/10/2010,8000,"FORNECIMENTO DE ALIMENTAÇÃO","BELEM","PA",12/10/2010,14/10/2010,"1-Lanç.do Plano de Desenvol. Sustentável do Xingu; 2-Reun. da Câmara Setorial da Cadeia Produt.da Palma de Óleo;anúncio da produç. p/Embrapa de sementes híbridas entre o dendezeiro e o caiaué(HIE-híbr.interespecíficos) 3- Comício. "
"05704361000132","MARCIA DE SOUZA BATISTA","UBERABA","MG","269",12/06/2010,"7971,95","GENEROS DE ALIMENTAÇÃO","UBERLANDIA","MG",10/06/2010,14/06/2010,"Cerimônia simultânea de inaugurações, ordens de início e licitações de rodovias/PAC no Estado de Minas Gerais."
"06272801000940","RESTAURANTE SÃO LUÍS LTDA","SÃO LUÍS","MA","6704",15/01/2010,7944,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO LUIS","MA",13/01/2010,15/01/2010,"lançamento da Pedra Fundamental da Refinaria Premiun."
"02320714000102","BAHIA CATERING LTDA (LSG SKY CHEFS)","SALVADOR","BA","005154",07/12/2009,"7757,7","FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",17/11/2009,20/11/2009,"Salvador:1- Encontro c/o Presidente da Autoridade Nacional Palestina, Mahmoud Abbas;2-Cerimônia de comemoração do Dia Nacional da Consiência Negra;3 - Camaçari- Cerimônia de anúncio do Novo Plano de Invest. da Ford p/ o Brasil."
"01046325000178","FLORESTA AMAZÔNICA HOTEL E TURISMO LTDA","ALTA FLORESTA","MT","000051",19/06/2009,7750,"FORNECIMENTO DE ALIMENTAÇÃO","ALTA FLORESTA","MT",16/06/2009,19/06/2009,"Solenidade simutânea de início do Mutirão Arco Verde Terra Legal nos Estados do Mato Grosso, Pará e Rondônia."
"04005997000123","TAPIRI IND. E COMÉRCIO ALIMENTÍCIOS LTDA","RIO BRANCO","AC","03800",22/01/2006,"7629,72","FORNECIMENTO DE ALIMENTAÇÃO","SENADOR GUIOMARD","AC",18/01/2006,21/01/2006,"Lançamento Oficial do Projeto-Modelo de assentamento agroflorestal - MEMO 22/GSI/SCAAM/MB"
"53355004000310","IBIRAPUERA PARK HOTEL LTDA","SÃO PAULO","SP","222615",26/04/2006,7552,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",24/04/2006,26/04/2006,"1-Reunião Bilateral Brasil/Argentina
1Reunião Bilateral Brasil/Argentina.2-Reunião Trilateral Brasil/Argentina/venezuela"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","1625",31/08/2010,7548,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",29/08/2010,31/08/2010,"Inauguração de 240 un.habit.(Condomínios B e C) e do Centro Educação Infantil do Prog.de Urban. de Favelas/PAC Paraisópoles;Homenagem ao Pres.República por ocasião do Centen.do Sport Club Corínthias Paulista; Show da Virada."
"33375601000138","CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","RIO DE JANEIRO","RJ","0135106",12/06/2006,"7517,38","FORNECIMENTO DE ALIMENTAÇÃO","PARACAMBI","RJ",07/06/2006,09/06/2006,"Inauguração  simultânea de UNEDS do Rio de Janeiro"
"02320714000102","BAHIA CATERING LTDA (LSG SKY CHEFS)","SALVADOR","BA","005664",31/01/2010,"7298,84","FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",29/12/2009,04/01/2010," ARATU-Agenda particular"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","24",07/12/2010,7120,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",03/12/2010,07/12/2010,"1-Homenagem ao Presidente da República por ocasião da solenidade de entrega do Prêmio Craque Brasileirão 2010-CBF; 2-Cerimônia de lançamento do Cartão Família Carioca."
"00730532000184","CHURRASCARIA & PIZZARIA GARFO DE OURO","PONTA PORÃ","MS","23140",28/03/2003,7045,"FORNECIMENTO DE ALIMENTAÇÃO","PONTA PORA","MS",25/03/2003,28/03/2002,
"05443793000137","BABY BEEF BH LTDA","BELO HORIZONTE","MG","000561",20/06/2007,7038,"FORNECIMENTO DE ALIMENTAÇÃO","B HORIZONTE","MG",18/06/2007,21/06/2007," 1-Cerimônia de Inauguração da Av. Antônio Carlos.2-Visita ""Vila Viva Aglomerado da Serra"""
"40798092000111","BRITO E OLIVEIRA LTDA","NATAL","RN","002207",12/02/2009,"7022,4","FORNECIMENTO DE ALIMENTAÇÃO","NATAL","RN",10/02/2009,13/02/2009,"Ceará-Mirim:Vista ao Programa ""Desenvolvimento Regional Sustentável"" do Banco do Brasil e lançamento da Linha BB Microcrédito DRS."
"08517199000131","C SCOTT COMÉRCIO DE ALIMENTOS LTDA","PORTO ALEGRE","RS","305",25/06/2009,6990,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",23/06/2009,26/06/2009,"1-Cerim. de Implantação do Território de Paz na Vila Bom Jesus.2-10ºForum Interna l de Softwere livre.3-Cerimônia de Inaug. do Novo Parque Gráfico do RBS"
"17314329000553","RA CATERING LTDA-THE COLLECTION CUMBICA SP","SAO PAULO","SP","000798",15/06/2005,"6897,4","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",03/06/2005,06/06/2005,
"83654004000110","SUPERMERCADO CARDOSO LTDA","ALTAMIRA","PA","010808",21/06/2010,"6896,1","FORNECIMENTO DE ALIMENTAÇÃO","ALTAMIRA","PA",18/06/2010,22/06/2010,"Ato por Belo Monte e o desenvolvimento da Região do Xingu, do Estado do Pará e do Brasil."
"17314329000553","RA CATERING LTDA - THE COLLECTION-CUMBICA SP","SÃO PAULO","SP","5205",30/04/2010,"6799,18","FORNECIMENTO DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",30/04/2010,03/05/2010,"1-Comemoração do 1º de Maio promovido pelo Sindicato dos Metalúrgicos do ABC, em S. B. do Campo; 2- Agenda Particular."
"33375601000138","CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","RIO DE JANEIRO","RJ","0154973",10/04/2008,"6796,78","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",27/03/2008,31/03/2008,"1-Itborai-Cerimônia de Início das obras de terraplanagem do Comperj-Complexo Petroquímico do Rio de Janeiro.2-Rio-Almoço c/ Governador Sérgio Cabral"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","022",19/11/2010,6758,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",16/11/2010,20/11/2010,"Entrevista ao Jornal Dia; Solenidade comemorativa ao Dia Nacional da Consciência Negra - 100 anos da Revolta da Chibata."
"01436319000208","NOVA RIOTEL EMPREENDIMENTOS HOTELEIROS LTDA","RIO DE JANEIRO","RJ","167032",05/11/2004,6743,"GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",31/10/2004,06/11/2004,
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","010",06/04/2010,6666,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",04/04/2010,06/04/2010,"1-Reunião de apresentação da atualização da Política de Desenvolvimento Produtivo(Local:Sede do BNDS);2-Cerimônia de Premiação 5°OBMEP 2009."
"03369740000198","MARIA SUELY SOUZA JARDIM - ME","ARAÇUAÍ","MG","3810",18/01/2010,6651,"FORNECIMENTO DE ALIMENTAÇÃO","ARAÇUAÍ","MG",16/01/2010,19/01/2010,"Genipapo-Inauguração da Barragem Setubal. - Araçuaí:Inauguração da Escola Técnica Campus Araçuaí do Instituto Federal Norte de Minas"
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","021",19/11/2010,6580,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",16/11/2010,20/11/2010,"Entrevista ao Jornal Dia; Solenidade comemorativa ao Dia Nacional da Consciência Negra - 100 anos da Revolta da Chibata."
"33375601000138","CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","RIO DE JANEIRO","RJ","0135108",12/06/2006,"6540,06","FORNECIMENTO DE ALIMENTAÇÃO","PARACAMBI","RJ",07/06/2006,09/06/2006,"Inauguração  simultânea de UNEDS do Rio de Janeiro"
"04033493000117","MERCADO LUMER LTDA","DOURADOS","MS","1809",23/08/2010,"6470,89","GENEROS DE ALIMENTAÇÃO","DOURADOS","MS",22/08/2010,24/08/2010,"1-Visita e inaug.das obras de duplicação e restaur. da BR-163/MS 2-Cerimônia de inaug.da Quadra coberta poliesp., Restaurante Univers..Centro de Educ.Infantil e Auditório/Unidade IIdo Campus de Dourados da Univ.Feder.da Grande Dourados."
"06552566000102","EMPREENDIMENTOS SUL CEARENSE DE HOTEIS E TURISMO S A","JUAZEIRO DO NORTE","CE","36952",14/12/2010,"6423,94","FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",09/12/2010,14/12/2010,"MISSÃO VELHA/CE - VISITA OBRAS DA FERROVIA TRASNORDESTINA NO CE E ASSINATURA DA CONTRATAÇÃO LOTES 2 A 11 EM PECÉM/CE; SÃO JOSÉ DE PIRANHAS/PB - OBRAS TUNEL LOTE 14 PROJETO RIO SÃO FRANCISCO"
"00156772000117","RESTAURANTE BANDEIRANTES DO CASTELO LTDA","RIO DE JANEIRO","RJ","186",07/03/2008,6408,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",03/03/2008,07/03/2008,"Cerimônia de Assinatura de Órdem de Início de Obras do PAC-Comunidade da Rocinha"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","2477",18/10/2010,6375,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",14/10/2010,18/10/2010,"dIA 15 - Comício de Campanha (Compromisso Privado) ; Dia18 :1-Lançamento do Prgrama Petrobas Esporte&Cidadania(ação de inc.ao esporte de alto rendimento). 2-Cer.de prem. ""As Empresas Mais Admiradas no Brasil,""prom.p/Rev.Carta Capital "
"33375601000138","CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","RIO DE JANEIRO","RJ","0177605",30/12/2009,"6356,67","FORNECIMENTO DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",27/12/2009,29/12/2009,"INAUGURAÇÃO DA UNIDADE DE PRONTO ATENDIMENTO - UPA DA VILA SÃO PEDRO"
"01167570000133","BERNARDUS RESTAURANTE LTDA-ME","SÃO PAULO","SP","8308",28/11/2009,6300,"FORNECIMENTO DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",26/11/2009,29/11/2009,"Cerimônia de Inauguração do Espaço Cidade dos Direitos da Criança e dos Adolecentes e Pré-Estreia do Filme ""Lula  Filho do Brasil"""
"33375601000138","CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","RIO DE JANEIRO","RJ","0183867",26/04/2010,"6256,18","FORNECIMENTO DE ALIMENTAÇÃO","MISSÃO PORT OF SPAIN",,25/04/2010,25/04/2010,
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","009",22/03/2010,6225,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",16/03/2010,22/03/2010,"1-Solenidade de entrega do Prêmio Faz a Diferença do Jornal O Globo;2-Participação  no Dia Nacional da Imigração Judaica;3-Participação nas Cerimônias de abertura da 5º Sessão do Forum Urbano Mundial;4-Encontro c/ Presidente da Bielo Russia."
"22991939001765","SUPERMERCADOS DB LTDA","BOA VISTA","RR","184712",17/04/2010,"6173,62","GENEROS DE ALIMENTAÇÃO","BOA VISTA","RR",14/04/2010,19/04/2010,"Uiramutã - Dia do Índio: Visita à Terra Indígina Raposa Terra do Sol - Comemoração dos netos de Makunai"
"05704361000132","MARCIA DE SOUZA BATISTA","UBERABA","MG","000320",07/09/2010,"6134,35","GENEROS DE ALIMENTAÇÃO","UBERLANDIA","MG",05/09/2010,08/09/2010,"Cerimônia de Inauguração de Armazém Graneleiro e Visita às Instalações da Unudade Armazenadora de Uberlândia."
"17314329000553","RA CATERING LTDA-THE COLLECTION CUMBICA SP","SAO PAULO","SP","3492",23/09/2008,"6129,45","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",19/09/2008,20/09/2008,"Participação do Senhor Presidente da República em Atividades na Cachoeirnha"
"17314329000634","RA CATERING LTDA","PORTO ALEGRE","RS","216",29/07/2005,"6120,4","FORNECIMENTO DE ALIMENTAÇÃO","BAGÉ","RS",24/07/2005,27/07/2005,"MEMO219GSIPR/SCAAM/EX - CERIMÔNIA DE LANÇAMENTO DO PLANO SAFRA DE AGRICULTURA"
"04149302000187","VIVEL COMERCIO E DIST LTDA ME MEE - REDE SHOW","VITÓRIA","ES","0002107",28/11/2007,"6085,04","GENEROS DE ALIMENTAÇÃO","VITORIA","ES",26/11/2007,29/11/2007,"1-Cerimônia de Inauguração da BR-259/ERS-Trecho 0,0 ao Km 106,3. 2-Cerimônia de Inauguração das Obras e Expansão da UsinaArcelor Mitar Brasil. 3-Almoço e Assinatura de Contratos doPAC com o Govêrno do Estado e aPrefeitura de Vitória - Caixa Econômica"
"57024804000148","RESTAURANTE DO AEROPORTO LTDA AEROPORTO DE CONGONH","SÃO PAULO","SP","13372",15/06/2003,"6021,63","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",04/06/2003,08/06/2003,
"03836463000186","CHURRASCARIA CHARRETE LTDA","SALVADOR","BA","25328",20/03/2006,5994,"FORNECIMENTO DE ALIMENTAÇÃO","LAURO DE FREITAS","BA",15/03/2006,21/03/2006,"Entrega de Unidades Habitacinais Prog. Habitar Brasil"
"09457015000158","SR SUPERMERCADO LTDA","PALMAS","TO","000161",22/03/2010,"5943,65","GENEROS DE ALIMENTAÇÃO","PORTO NACIONAL","TO",19/03/2010,23/03/2010,"Visita ás obras e Inauguração do trecho Colinas-Guaraí/TO da Ferrovia Norte Sul."
"02487222000106","TOLETO GRIL RESTAURANTE LTDA","RIO DE JANEIRO","RJ","178",28/10/2009,5925,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/10/2009,28/10/2009,"1-Cerimônia de Inauguração do Ginásio Esportivo e Cultural Jamelão.2-Almoço oferrcido pelo Prefeito do Rio de Janeiro ao Prefeito de Paris, Bertrand Delanoe.  3-Cerimônia de Inauguração do Novo Complexo de Estúdio do RecNov(Record novelas."
"69012656001283","GATE GOURMET LTDA","RECIFE","PE","3637",16/01/2003,"5920,03","FORNECIMENTO DE ALIMENTAÇÃO","RECIFE","PE",08/01/2003,11/01/2003,
"57024804000148","RESTAURANTE DO AEROPORTO LTDA AEROPORTO DE CONGONH","SÃO PAULO","SP","13786",31/08/2003,"5908,28","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",18/09/2003,18/09/2003,
"04018252000107","M. DE N. L. FEITOZA - MERCANTIL","COARI","AM","644",10/09/2008,"5896,35","GENEROS DE ALIMENTAÇÃO","COARI","AM",08/09/2008,10/09/2008,"1-Inauguração da Escola Técnica de Coari-Unidade da CEFET Amazonas;2-Inauguração do Campus da UFAM em Coari."
"22991939001765","SUPERMERCADOS DB LTDA","BOA VISTA","RR","184173",17/04/2010,"5888,22","GENEROS DE ALIMENTAÇÃO","BOA VISTA","RR",14/04/2010,19/04/2010,"Uiramutã - Dia do Índio: Visita à Terra Indígina Raposa Terra do Sol - Comemoração dos netos de Makunai"
"17314329000553","RA CATERING LTDA - THE COLLECTION-CUMBICA SP","SÃO PAULO","SP","003900",15/02/2009,"5880,35","FORNECIMENTO DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",05/02/2009,08/02/2009,"Agenda Particular"
