"NUM_CNPJ_CPF","NOME DO _FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DATA NOTA","VALOR DO ITEM","CATEGORIA","LOCAL VIAGEM","UF LOCAL VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
8860301000105,"RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS",119585,03/07/2016,275,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",30/06/2016,04/07/2016,"ATIVIDADE PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",8995,04/07/2016,3975,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",01/07/2016,04/07/2016,
13317026000100,"MOREIRA & CHUEIRI LTDA","TELÊMACO BORBA","PR",478,05/07/2016,9598,"FORNECIMENTO DE ALIMENTAÇÃO","ORTIGUEIRA","PR",26/06/2016,28/06/2016,"Inauguração da Fábrca de Celulose da KLABIM'"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",8998,08/07/2016,16775,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",06/07/2016,08/07/2016,"VISITA AO CONDOMINIO JOÃO CANDIDO E A CASA DE PORTUGAL"
91121004000183,"CHURRASCARIA GARCIAS LTDA.","PORTO ALEGRE","RS",29619,10/07/2016,50,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",08/07/2016,11/07/2016,"Agenda Privada"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9001,15/07/2016,350,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",14/07/2016,15/07/2016,"Agenda Privada"
20279641000134,"VIEIRA LEITE & RESTAURANTES LTDA","TERESINA","PI",713,15/07/2016,126,"FORNECIMENTO DE ALIMENTAÇÃO","TERESINA","PI",12/07/2016,16/07/2016,"Participação em Ato Público"
13109041000162,"PANIFICADORA EXCELÊNCIA LTDA ME","TERESINA","PI",329,18/07/2016,8000,"FORNECIMENTO DE ALIMENTAÇÃO","TERESINA","PI",12/07/2016,16/07/2016,"Participação em Ato Público"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9002,18/07/2016,7875,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO BERNARDO DO CAMPO","SP",15/07/2016,18/07/2016,"Evento na UFABC--Universidade Federal do ABC"
2453172000146,"PANIFICAÇÃO DONA BENTA LTDA","ARACAJU","SE",246,25/07/2016,6968,"FORNECIMENTO DE ALIMENTAÇÃO","ARACAJU","SE",22/07/2016,26/07/2016,"participação ato público"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",17,29/07/2016,23424,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",27/07/2016,30/07/2016,"INAUGURAÇÃO DA LINHA 4 DO METRO RJ"
33280306000106,"PANIFICAÇÃO RIO PARANÁ LTDA","RIO DE JANEIRO","RJ",595381,29/07/2016,156,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",27/07/2016,30/07/2016,"INAUGURAÇÃO DA LINHA 4 DO METRO RJ"
42334052000144,"CAFÉ E BAR CORTESIA LTDA","RIO DE JANEIRO","RJ",80492,30/07/2016,"143,4","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",27/07/2016,30/07/2016,"INAUGURAÇÃO DA LINHA 4 DO METRO RJ"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9007,06/08/2016,350,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/08/2016,07/08/2016,"ATIVIDADE PRIVADA"
93209765008878,"WMS SUPERMERCADOS DO BRASIL LTDA","CURITIBA","PR",79475,07/08/2016,"2660,64","GENEROS DE ALIMENTAÇÃO","CURITIBA","PR",05/08/2016,09/08/2016,"ATO PUBLICO"
9151474000109,"GIRA GRILL LTDA","CURITIBA","PR",9042050528,08/08/2016,3542,"FORNECIMENTO DE ALIMENTAÇÃO","CURITIBA","PR",05/08/2016,09/08/2016,"ATO PUBLICO"
79430682006406,"FARMACIAS NISSEI DROGSTORE","CURITIBA","PR",9035981664,08/08/2016,"12,1","GENEROS DE ALIMENTAÇÃO","CURITIBA","PR",05/08/2016,09/08/2016,"ATO PUBLICO"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",20,12/08/2016,48993,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",30/07/2016,06/08/2016,"Abertura dos jogos Olimpícos 2016"
14460480000188,"GV COMÉRCIO DE ALIMENTOS LTDA - ME","RIO DE JANEIRO","RJ",63667,18/08/2016,"247,1","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",18/08/2016,18/08/2016,"REUNIÃO DE MINISTROS"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9012,19/08/2016,1325,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",18/08/2016,20/08/2016,"ATIVIDADE PRIVADA"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",21,23/08/2016,12240,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",18/08/2016,18/08/2016,"REUNIÃO DE MINISTROS"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9014,23/08/2016,4250,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/08/2016,24/08/2016,"ATO PÚBLICO COM A PRA"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",22,06/09/2016,4350,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",02/09/2016,04/09/2016,"ATIVIDADE PRIVADA DO PRESIDENTE EM EXERCÍCIO RODRIGO MAIA."
2428703000140,"PADARIA E CONF. BARÃO DO IPANEM LTDA","RIO DE JANEIRO","RJ",258542,06/09/2016,"504,9","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",04/09/2016,08/09/2016,"ABERTURA XV JOGOS PARALIMPICOS"
2428703000140,"PADARIA E CONF. BARÃO DO IPANEM LTDA","RIO DE JANEIRO","RJ",258543,06/09/2016,"404,8","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",04/09/2016,08/09/2016,"ABERTURA XV JOGOS PARALIMPICOS"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",23,08/09/2016,26130,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",04/09/2016,08/09/2016,"ABERTURA XV JOGOS PARALIMPICOS"
33279845000117,"ALL PIATTO DORO CAFE E BAR LTDA ME","RIO DE JANEIRO","RJ",444,18/09/2016,1430,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",16/09/2016,19/09/2016,"Cerimônia de Encerramento dos XV Jogos Paralímpicos"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9032,19/09/2016,2500,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",16/09/2016,19/09/2016,"Viagem do Senhor Presidente da República, em exercício, para Palestra na Associação Comercial de São Paulo - Reunião do Conselho Político e Social"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",24,20/09/2016,7720,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",16/09/2016,19/09/2016,"Cerimônia de Encerramento dos XV Jogos Paralímpicos"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9036,21/09/2016,3350,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",20/09/2016,21/09/2016,"Excelentíssimo Senhor Presidente da República, em exercício, participar da 14o Edição do Congresso Brasil Competitivo"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9040,01/10/2016,4200,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",28/09/2016,02/10/2016,"Participação do Excelentíssimo Senhor Presidente da República na solenidade de abertura da 8o edição da Exame Forum"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9045,19/10/2016,1025,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",19/10/2016,20/10/2016,"VIAGEM DO EXMO. SENHOR PRESIDENTE DA REPÚBLICA, EM EXERCÍCIO,  COM FINALIDADE PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9050,22/10/2016,675,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",21/10/2016,22/10/2016,"AGENDA PRIVADA"
14134854000175,"FS 2011 PADARIA CONF BAR E RESTAURANTE  LTDA","RIO DE JANEIRO","RJ",664898,22/10/2016,2100,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",22/10/2016,24/10/2016,"SESSÃO DE ABERTURA DA RIO OIL & GAS 2016"
32310658000196,"POR FOOD COMERCIO INDUSTRIA ALIMENTCIA","RIO DE JANEIRO","RJ",53358,23/10/2016,"427,5","FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",22/10/2016,24/10/2016,"SESSÃO DE ABERTURA DA RIO OIL & GAS 2016"
14134854000175,"FS 2011 PADARIA CONF BAR E RESTAURANTE  LTDA","RIO DE JANEIRO","RJ",665680,24/10/2016,9450,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",22/10/2016,24/10/2016,"SESSÃO DE ABERTURA DA RIO OIL & GAS 2016"
14460480000188,"GV COMÉRCIO DE ALIMENTOS LTDA - ME","RIO DE JANEIRO","RJ",892,24/10/2016,150,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",22/10/2016,24/10/2016,"SESSÃO DE ABERTURA DA RIO OIL & GAS 2016"
14460480000188,"GV COMÉRCIO DE ALIMENTOS LTDA - ME","RIO DE JANEIRO","RJ",893,24/10/2016,80,"GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",22/10/2016,24/10/2016,"SESSÃO DE ABERTURA DA RIO OIL & GAS 2016"
4174787000169,"TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ",25,26/10/2016,572,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",13/10/2016,16/10/2016,"VIAGEM DO EXMO. SENHOR PRESIDENTE DA REPÚBLICA, EM EXERCÍCIO, COM FINALIDADE DE AGENDA PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9057,11/11/2016,2500,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",09/11/2016,10/11/2016,"SOLENIDADE DE ABERTURA DO 29° SALAO INTERNACIONAL DO AUTOMOVEL DE SAO PAULO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9061,19/11/2016,1550,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",18/11/2016,20/11/2016,"EVENTO PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9062,27/11/2016,3300,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",24/11/2016,27/11/2016,"SESSÃO DE ABERTURA DA CONFERÊNCIA POTENCIAL DA DIÁSPORA LIBANESA DA AMÉRICA LATINA E EVENTO PRIVADO"
22130761000109,"BELLA JULIETA LANCHONETE E RESTAURANTE LTDA-EPP","SÃO PAULO","SP",8001,01/12/2016,"103,2","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",29/11/2016,02/12/2016,"PARTICIPAR BRAZIL OPPORTUNITIES CONFERENCE 21016"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9063,02/12/2016,3725,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",29/11/2016,02/12/2016,"PARTICIPAR BRAZIL OPPORTUNITIES CONFERENCE 21016"
3961025000140,"RAQUEL LANG","CHAPECO","SC",1792,03/12/2016,12288,"FORNECIMENTO DE ALIMENTAÇÃO","CHAPECÓ","SC",01/12/2016,04/12/2016,"PRESTAR HOMENAGENS PÓSTUMAS"
21541951000148,"PAULO HENRIQUE CORONA EIRELI ME","CHAPECÓ","SC",3295,03/12/2016,390,"FORNECIMENTO DE ALIMENTAÇÃO","CHAPECÓ","SC",01/12/2016,04/12/2016,"PRESTAR HOMENAGENS PÓSTUMAS"
1398128000118,"ITATIAIA PALACE HOTEL CHAPECÓ LTDA","CHAPECÓ","SC",9394,03/12/2016,302,"FORNECIMENTO DE ALIMENTAÇÃO","CHAPECÓ","SC",01/12/2016,04/12/2016,"PRESTAR HOMENAGENS PÓSTUMAS"
21541951000148,"PAULO HENRIQUE CORONA EIRELI ME","CHAPECÓ","SC",3292,03/12/2016,266,"FORNECIMENTO DE ALIMENTAÇÃO","CHAPECÓ","SC",01/12/2016,04/12/2016,"PRESTAR HOMENAGENS PÓSTUMAS"
3961025000140,"RAQUEL LANG","CHAPECO","SC",1797,04/12/2016,"29,5","FORNECIMENTO DE ALIMENTAÇÃO","CHAPECÓ","SC",01/12/2016,04/12/2016,"PRESTAR HOMENAGENS PÓSTUMAS"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9064,06/12/2016,6300,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/12/2016,06/12/2016,"CERIMÔNIA DE RECEBIMENTO DO PRÊMIO ""O BRASILEIRO DO ANO 2016 PELA REVISTA ISTO É"""
11322565000101,"EMPORIO DE FATIMA INDUSTRIA E COMERCIO DE PANIFICAÇÃO LTDA","FORTALEZA","CE",2476,08/12/2016,4620,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/12/2016,09/12/2016,"ASSINATURA DO DECRETO REGULAMENTAR DA LEI 13.340 DE 28/09/2016, REFERENTE À LIQUIDAÇÃO E RENEGOCIAÇÃO DE DÍVIDA DE CRÉDITO RURAL"
14949698000109,"COMERCIO VAREJISTA DE ALIMENTOS LTDA","CARUARU","PE",169,08/12/2016,1824,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
1339156000407,"J E PETRÓLEO LTDA","CARUARU","PE",169382,08/12/2016,20,"GENEROS DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
